id,cntbl_cond,domain,task,query,subject,prompt_category,graph,human_subj_id,temperature,likelihood-rating,LLM-confidence,explanation,reasoning_type,RW17_label
17,ppp,economy,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,50.0,70.0,,Predictive Inference,i
77,pmm,economy,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,10.0,70.0,,Predictive Inference,i
117,mpm,economy,I,,gpt-3.5-turbo,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
137,mmp,economy,I,,gpt-4o,single_numeric_response,collider,,0.0,0.0,,,Predictive Inference,i
117,mpm,economy,I,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,90.0,,,Predictive Inference,i
457,mmp,weather,I,,claude-3-opus,numeric-only,collider,,0.0,25.0,,,Predictive Inference,i
137,mmp,economy,I,,gpt-4o,numeric-certainty,collider,,0.0,20.0,70.0,,Predictive Inference,i
177,ppp,sociology,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,50.0,70.0,,Predictive Inference,i
237,pmm,sociology,I,,gemini-1.5-pro,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
77,pmm,economy,I,,gpt-4o,numeric-confidence-CoT,collider,,0.0,20.0,80.0,"Low retirement savings are influenced by low interest rates and large trade deficits. Currently, both interest rates and trade deficits are normal, which suggests that the direct causes of low retirement savings are not present. Therefore, the likelihood of low retirement savings is reduced. However, other unmentioned factors could still contribute to low savings, but based on the given information, the probability is low.",Predictive Inference,i
77,pmm,economy,I,,gpt-3.5-turbo,single_numeric_response,collider,,0.0,75.0,,,Predictive Inference,i
17,ppp,economy,I,,gpt-4o,numeric-confidence-CoT,collider,,0.0,40.0,70.0,"High retirement savings are influenced by low interest rates and small trade deficits. Currently, both interest rates and trade deficits are normal, not at levels that directly cause high retirement savings. Without these causal factors being present, the likelihood of high retirement savings is reduced. However, other unmentioned factors could still contribute to savings, but based on the given information, the probability is moderate. Therefore, the likelihood of high retirement savings is not high but not negligible either.",Predictive Inference,i
177,ppp,weather,I,,gemini-1.5-pro,single_numeric_response,collider,,0.0,0.0,,,Predictive Inference,i
457,mmp,weather,I,,gpt-4o,numeric-confidence-CoT,collider,,0.0,10.0,90.0,"High humidity is caused by low ozone levels and high air pressure. Currently, both ozone levels and air pressure are normal, which means neither of the conditions that cause high humidity is present. Therefore, the likelihood of high humidity is low.",Predictive Inference,i
117,mpm,economy,I,,gpt-4o,single_numeric_response,collider,,0.0,0.0,,,Predictive Inference,i
117,mpm,economy,I,,claude-3-opus,numeric-certainty,collider,,0.0,40.0,60.0,,Predictive Inference,i
117,mpm,economy,I,,gemini-1.5-pro,single_numeric_response,collider,,0.0,25.0,,,Predictive Inference,i
277,mpm,sociology,I,,gemini-1.5-pro,numeric-confidence-CoT,collider,,0.0,20.0,80.0,"Low urbanization and low interest in religion both cause low socio-economic mobility. We are observing normal levels of both urbanization and interest in religion. Therefore, the causes of low socio-economic mobility are not present. This suggests that low socio-economic mobility is unlikely. However, there could be other unstated causes of low socio-economic mobility. Therefore, it is not completely impossible for low socio-economic mobility to be present.",Predictive Inference,i
137,mmp,economy,I,,gemini-1.5-pro,single_numeric_response,collider,,0.0,0.0,,,Predictive Inference,i
117,mpm,economy,I,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,,,Predictive Inference,i
237,pmm,sociology,I,,gpt-4o,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
17,ppp,economy,I,,gpt-3.5-turbo,numeric-confidence-CoT,collider,,0.0,10.0,70.0,Normal interest rates and trade deficits do not suggest high retirement savings based on the causal relationships described.,Predictive Inference,i
437,mpm,weather,I,,gpt-4o,numeric-confidence-CoT,collider,,0.0,10.0,90.0,"Low humidity is caused by low ozone levels and low air pressure. Since both ozone levels and air pressure are normal, the conditions that typically lead to low humidity are not present. Therefore, it is unlikely that low humidity is present.",Predictive Inference,i
397,pmm,sociology,I,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,1.0,,30.0,,,Predictive Inference,i
397,pmm,sociology,I,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,28.0,,50.0,,,Predictive Inference,i
397,pmm,sociology,I,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,108.0,,20.0,,,Predictive Inference,i
397,pmm,sociology,I,"p(Z=1|X=0, Y=0)",humans,numeric-only,collider,141.0,,70.0,,,Predictive Inference,i
437,mpm,weather,I,,claude-3-opus,numeric-only,collider,,0.0,25.0,,,Predictive Inference,i
137,mmp,economy,I,,claude-3-opus,numeric-certainty,collider,,0.0,50.0,60.0,,Predictive Inference,i
137,mmp,economy,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,50.0,70.0,,Predictive Inference,i
237,pmm,sociology,I,,gpt-4o,numeric-certainty,collider,,0.0,50.0,70.0,,Predictive Inference,i
297,mmp,sociology,I,,claude-3-opus,numeric-certainty,collider,,0.0,50.0,60.0,,Predictive Inference,i
177,ppp,weather,I,,gpt-4o,single_numeric_response,collider,,0.0,0.0,,,Predictive Inference,i
397,pmm,sociology,I,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,,,Predictive Inference,i
77,pmm,economy,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,20.0,70.0,,Predictive Inference,i
337,ppp,weather,I,,gemini-1.5-pro,numeric-only,collider,,0.0,0.0,,,Predictive Inference,i
177,ppp,weather,I,,gpt-4o,single_numeric_response,collider,,0.0,0.0,,,Predictive Inference,i
297,mmp,sociology,I,,gpt-4o,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
437,mpm,weather,I,,gpt-3.5-turbo,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
77,pmm,economy,I,,gpt-3.5-turbo,numeric-confidence-CoT,collider,,0.0,10.0,80.0,"Both low interest rates and large trade deficits are known to cause low retirement savings. Since we are observing normal interest rates and normal trade deficits, it is unlikely that low retirement savings are present.",Predictive Inference,i
457,mmp,weather,I,,claude-3-opus,numeric-certainty,collider,,0.0,50.0,60.0,,Predictive Inference,i
277,mpm,sociology,I,,gpt-4o,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
17,ppp,economy,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,25.0,70.0,,Predictive Inference,i
237,pmm,sociology,I,,claude-3-opus,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
117,mpm,economy,I,,gpt-3.5-turbo,numeric-confidence-CoT,collider,,0.0,10.0,80.0,"Both high interest rates and small trade deficits are known to cause low retirement savings. Since we are observing normal interest rates and normal trade deficits, it is unlikely that low retirement savings are present.",Predictive Inference,i
397,pmm,weather,I,,gemini-1.5-pro,numeric-only,collider,,0.0,0.0,,,Predictive Inference,i
297,mmp,sociology,I,,gemini-1.5-pro,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
237,pmm,sociology,I,,gpt-4o,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
237,pmm,weather,I,,gpt-4o,single_numeric_response,collider,,0.0,0.0,,,Predictive Inference,i
437,mpm,sociology,I,,claude-3-opus,single_numeric_response,collider,,0.0,5.0,,,Predictive Inference,i
77,pmm,economy,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,20.0,70.0,,Predictive Inference,i
17,ppp,economy,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,25.0,70.0,,Predictive Inference,i
17,ppp,economy,I,,gpt-3.5-turbo,numeric-confidence-CoT,collider,,0.0,10.0,70.0,Normal interest rates and trade deficits do not suggest high retirement savings based on the causal relationships described.,Predictive Inference,i
237,pmm,sociology,I,,gpt-3.5-turbo,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
277,mpm,sociology,I,,gemini-1.5-pro,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
457,mmp,weather,I,,gpt-3.5-turbo,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
337,ppp,weather,I,,gemini-1.5-pro,numeric-only,collider,,0.0,0.0,,,Predictive Inference,i
397,pmm,weather,I,,gemini-1.5-pro,numeric-only,collider,,0.0,0.0,,,Predictive Inference,i
457,mmp,weather,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,,Predictive Inference,i
117,mpm,economy,I,,gpt-4o,numeric-certainty,collider,,0.0,30.0,70.0,,Predictive Inference,i
177,ppp,sociology,I,,gpt-3.5-turbo,numeric-confidence-CoT,collider,,0.0,30.0,70.0,"Based on the causal relationships described, high urbanization and low interest in religion are both factors that contribute to high socio-economic mobility. Since the current observations are normal urbanization and normal interest in religion, it is less likely that high socio-economic mobility is present.",Predictive Inference,i
397,pmm,weather,I,,gpt-4o,numeric-only,collider,,0.0,0.0,,,Predictive Inference,i
337,ppp,weather,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,20.0,70.0,,Predictive Inference,i
297,mmp,sociology,I,,claude-3-opus,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
337,ppp,weather,I,,gpt-3.5-turbo,numeric-only,collider,,0.0,0.0,,,Predictive Inference,i
137,mmp,economy,I,,gpt-4o,numeric-certainty,collider,,0.0,20.0,70.0,,Predictive Inference,i
117,mpm,economy,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,20.0,70.0,,Predictive Inference,i
117,mpm,economy,I,,gpt-4o,single_numeric_response,collider,,0.0,0.0,,,Predictive Inference,i
277,mpm,sociology,I,,gpt-4o,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
137,mmp,economy,I,,gpt-3.5-turbo,numeric-confidence-CoT,collider,,0.0,10.0,80.0,Normal interest rates and trade deficits do not suggest high retirement savings based on the causal relationships described.,Predictive Inference,i
297,mmp,sociology,I,,gemini-1.5-pro,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
177,ppp,sociology,I,,claude-3-opus,numeric-certainty,collider,,0.0,50.0,60.0,,Predictive Inference,i
77,pmm,economy,I,,gpt-3.5-turbo,numeric-confidence-CoT,collider,,0.0,10.0,80.0,Normal interest rates and trade deficits do not directly cause low retirement savings according to the given causal relationships.,Predictive Inference,i
397,pmm,weather,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,,Predictive Inference,i
337,ppp,sociology,I,,claude-3-opus,single_numeric_response,collider,,0.0,50.0,,,Predictive Inference,i
437,mpm,weather,I,,gemini-1.5-pro,numeric-only,collider,,0.0,0.0,,,Predictive Inference,i
137,mmp,economy,I,,gpt-4o,single_numeric_response,collider,,0.0,0.0,,,Predictive Inference,i
437,mpm,weather,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,25.0,70.0,,Predictive Inference,i
397,pmm,weather,I,,gpt-3.5-turbo,numeric-only,collider,,0.0,0.0,,,Predictive Inference,i
117,mpm,economy,I,,gpt-3.5-turbo,numeric-confidence-CoT,collider,,0.0,10.0,80.0,"Both high interest rates and small trade deficits are known to cause low retirement savings. Since the current observations are normal for both variables, it is unlikely that low retirement savings are present.",Predictive Inference,i
237,pmm,sociology,I,,claude-3-opus,numeric-certainty,collider,,0.0,50.0,60.0,,Predictive Inference,i
277,mpm,sociology,I,,gpt-3.5-turbo,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
277,mpm,sociology,I,,claude-3-opus,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
297,mmp,sociology,I,,gpt-4o,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
337,ppp,weather,I,,gpt-4o,numeric-only,collider,,0.0,20.0,,,Predictive Inference,i
277,mpm,weather,I,,gpt-4o,single_numeric_response,collider,,0.0,0.0,,,Predictive Inference,i
177,ppp,sociology,I,,gpt-4o,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
117,mpm,economy,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,20.0,70.0,,Predictive Inference,i
17,ppp,economy,I,,gpt-4o,numeric-certainty,collider,,0.0,50.0,70.0,,Predictive Inference,i
77,pmm,economy,I,,gpt-4o,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
457,mmp,weather,I,,gemini-1.5-pro,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
277,mpm,sociology,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,20.0,70.0,,Predictive Inference,i
117,mpm,economy,I,,gemini-1.5-pro,numeric-only,collider,,0.0,25.0,,,Predictive Inference,i
397,pmm,sociology,I,,gpt-4o,single_numeric_response,collider,,0.0,0.0,,,Predictive Inference,i
437,mpm,weather,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,25.0,70.0,,Predictive Inference,i
77,pmm,economy,I,,claude-3-opus,numeric-certainty,collider,,0.0,30.0,60.0,,Predictive Inference,i
117,mpm,economy,I,,claude-3-opus,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
117,mpm,economy,I,,gpt-3.5-turbo,numeric-only,collider,,0.0,0.0,,,Predictive Inference,i
397,pmm,weather,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,,Predictive Inference,i
137,mmp,economy,I,,gemini-1.5-pro,numeric-only,collider,,0.0,20.0,,,Predictive Inference,i
337,ppp,weather,I,,gpt-3.5-turbo,numeric-confidence-CoT,collider,,0.0,10.0,90.0,"Since both high ozone levels and low air pressure are known to cause high humidity, and the current observations are normal ozone levels and normal air pressure, it is unlikely that high humidity is present.",Predictive Inference,i
17,ppp,economy,I,,gpt-4o,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
297,mmp,sociology,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,,Predictive Inference,i
457,mmp,sociology,I,,gpt-4o,single_numeric_response,collider,,0.0,50.0,,,Predictive Inference,i
77,pmm,economy,I,,gemini-1.5-pro,numeric-only,collider,,0.0,20.0,,,Predictive Inference,i
437,mpm,sociology,I,,gpt-4o,single_numeric_response,collider,,0.0,0.0,,,Predictive Inference,i
277,mpm,sociology,I,,gpt-3.5-turbo,numeric-confidence-CoT,collider,,0.0,10.0,80.0,"Given the causal relationships described, we know that low urbanization and low interest in religion are both factors that can cause low socio-economic mobility. Since the current observations are normal urbanization and normal interest in religion, it is unlikely that low socio-economic mobility is present.",Predictive Inference,i
457,mmp,weather,I,,gpt-4o,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
337,ppp,weather,I,,gemini-1.5-pro,numeric-certainty,collider,,0.0,20.0,70.0,,Predictive Inference,i
117,mpm,economy,I,,claude-3-opus,numeric-certainty,collider,,0.0,40.0,60.0,,Predictive Inference,i
77,pmm,economy,I,,claude-3-opus,numeric-only,collider,,0.0,25.0,,,Predictive Inference,i
137,mmp,economy,I,,gpt-3.5-turbo,numeric-only,collider,,0.0,0.0,,,Predictive Inference,i
437,mpm,weather,I,,gpt-4o,numeric-only,collider,,0.0,0.0,,,Predictive Inference,i
457,mmp,weather,I,,gemini-1.5-pro,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
137,mmp,economy,I,,claude-3-opus,numeric-certainty,collider,,0.0,50.0,60.0,,Predictive Inference,i
177,ppp,sociology,I,,gpt-3.5-turbo,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
337,ppp,weather,I,,gpt-4o,numeric-only,collider,,0.0,0.0,,,Predictive Inference,i
77,pmm,economy,I,,gpt-4o,numeric-certainty,collider,,0.0,20.0,75.0,,Predictive Inference,i
177,ppp,sociology,I,,claude-3-opus,numeric-only,collider,,0.0,50.0,,,Predictive Inference,i
457,mmp,weather,I,,gpt-3.5-turbo,numeric-confidence-CoT,collider,,0.0,10.0,90.0,"Since both low ozone levels and high air pressure are known to cause high humidity, and we are currently observing normal ozone levels and normal air pressure, it is unlikely that high humidity is present.",Predictive Inference,i
