id,cntbl_cond,domain,task,query,subject,prompt_category,graph,human_subj_id,temperature,LLM-confidence,likelihood-rating,reasoning_type,RW17_label
397,pmm,weather,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
277,mpm,sociology,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
397,pmm,weather,I,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,25.0,Predictive Inference,i
237,pmm,sociology,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
177,ppp,sociology,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
437,mpm,weather,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Predictive Inference,i
437,mpm,weather,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Predictive Inference,i
137,mmp,economy,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,50.0,0.0,Predictive Inference,i
277,mpm,sociology,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
397,pmm,weather,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
117,mpm,economy,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Predictive Inference,i
437,mpm,weather,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Predictive Inference,i
397,pmm,weather,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
337,ppp,weather,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,50.0,0.0,Predictive Inference,i
297,mmp,sociology,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
137,mmp,economy,I,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,25.0,Predictive Inference,i
137,mmp,economy,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,50.0,0.0,Predictive Inference,i
277,mpm,sociology,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
237,pmm,sociology,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
177,ppp,sociology,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
77,pmm,economy,I,,claude-3-opus,numeric-certainty,collider,,0.0,80.0,20.0,Predictive Inference,i
337,ppp,weather,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Predictive Inference,i
137,mmp,economy,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,50.0,0.0,Predictive Inference,i
457,mmp,weather,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
117,mpm,economy,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Predictive Inference,i
177,ppp,sociology,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
77,pmm,economy,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Predictive Inference,i
17,ppp,economy,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
457,mmp,weather,I,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,10.0,Predictive Inference,i
457,mmp,weather,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
117,mpm,economy,I,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,40.0,Predictive Inference,i
237,pmm,sociology,I,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Predictive Inference,i
237,pmm,sociology,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
437,mpm,weather,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Predictive Inference,i
177,ppp,sociology,I,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Predictive Inference,i
117,mpm,economy,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Predictive Inference,i
237,pmm,sociology,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
437,mpm,weather,I,,claude-3-opus,numeric-certainty,collider,,0.0,80.0,10.0,Predictive Inference,i
77,pmm,economy,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,0.0,Predictive Inference,i
17,ppp,economy,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
457,mmp,weather,I,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,i
298,mmp,sociology,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,75.0,Predictive Inference,j
19,ppp,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
18,ppp,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
19,ppp,economy,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
18,ppp,economy,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
179,ppp,sociology,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
299,mmp,sociology,II,,gpt-4o,numeric-certainty,collider,,0.0,70.0,30.0,Predictive Inference,j
18,ppp,economy,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
398,pmm,weather,II,,claude-3-opus,numeric-certainty,collider,,0.0,75.0,80.0,Predictive Inference,j
399,pmm,weather,II,,claude-3-opus,numeric-certainty,collider,,0.0,80.0,75.0,Predictive Inference,j
119,mpm,economy,II,,claude-3-opus,numeric-certainty,collider,,0.0,70.0,80.0,Predictive Inference,j
178,ppp,sociology,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,80.0,Predictive Inference,j
338,ppp,weather,II,,gpt-4o,numeric-certainty,collider,,0.0,90.0,80.0,Predictive Inference,j
459,mmp,weather,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
78,pmm,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
79,pmm,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
118,mpm,economy,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Predictive Inference,j
179,ppp,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
178,ppp,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
439,mpm,weather,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
279,mpm,sociology,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
139,mmp,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
278,mpm,sociology,II,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,80.0,Predictive Inference,j
459,mmp,weather,II,"p(E=1|C2=0, C1=1)",humans,,collider,132.0,,,57.5,Predictive Inference,j
338,ppp,weather,II,,claude-3-opus,numeric-certainty,collider,,0.0,100.0,100.0,Predictive Inference,j
138,mmp,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
279,mpm,sociology,II,,gemini-2.0-pro,numeric-certainty,collider,,0.0,80.0,85.0,Predictive Inference,j
299,mmp,sociology,II,,gpt-4o,numeric-certainty,collider,,0.0,70.0,30.0,Predictive Inference,j
119,mpm,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
118,mpm,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,25.0,Predictive Inference,j
458,mmp,weather,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
339,ppp,weather,II,,claude-3-opus,numeric-certainty,collider,,0.0,80.0,75.0,Predictive Inference,j
459,mmp,weather,II,"p(E=1|C2=0, C1=1)",humans,,collider,77.0,,,60.0,Predictive Inference,j
459,mmp,weather,II,"p(E=1|C2=0, C1=1)",humans,,collider,57.0,,,67.5,Predictive Inference,j
278,mpm,sociology,II,,gpt-4o,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
458,mmp,weather,II,,claude-3-opus,numeric-certainty,collider,,0.0,100.0,100.0,Predictive Inference,j
118,mpm,economy,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,10.0,Predictive Inference,j
399,pmm,weather,II,"p(E=1|C2=0, C1=1)",humans,,collider,101.0,,,50.0,Predictive Inference,j
399,pmm,weather,II,"p(E=1|C2=0, C1=1)",humans,,collider,138.0,,,97.5,Predictive Inference,j
298,mmp,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,75.0,Predictive Inference,j
399,pmm,weather,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
298,mmp,sociology,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,75.0,Predictive Inference,j
398,pmm,weather,II,,gpt-4o,numeric-certainty,collider,,0.0,85.0,80.0,Predictive Inference,j
438,mpm,weather,II,"p(E=1|C1=0, C2=1)",humans,,collider,53.0,,,100.0,Predictive Inference,j
438,mpm,weather,II,"p(E=1|C1=0, C2=1)",humans,,collider,118.0,,,75.0,Predictive Inference,j
439,mpm,weather,II,"p(E=1|C2=0, C1=1)",humans,,collider,53.0,,,100.0,Predictive Inference,j
439,mpm,weather,II,"p(E=1|C2=0, C1=1)",humans,,collider,118.0,,,75.0,Predictive Inference,j
299,mmp,sociology,II,,gemini-2.0-pro,numeric-certainty,collider,,0.0,85.0,80.0,Predictive Inference,j
299,mmp,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,75.0,Predictive Inference,j
79,pmm,economy,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
78,pmm,economy,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,80.0,100.0,Predictive Inference,j
298,mmp,sociology,II,,gemini-2.0-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
459,mmp,weather,II,"p(E=1|C2=0, C1=1)",humans,,collider,33.0,,,82.5,Predictive Inference,j
459,mmp,weather,II,"p(E=1|C2=0, C1=1)",humans,,collider,3.0,,,62.5,Predictive Inference,j
458,mmp,weather,II,"p(E=1|C1=0, C2=1)",humans,,collider,132.0,,,57.5,Predictive Inference,j
458,mmp,weather,II,"p(E=1|C1=0, C2=1)",humans,,collider,77.0,,,60.0,Predictive Inference,j
458,mmp,weather,II,"p(E=1|C1=0, C2=1)",humans,,collider,72.0,,,97.5,Predictive Inference,j
458,mmp,weather,II,"p(E=1|C1=0, C2=1)",humans,,collider,57.0,,,67.5,Predictive Inference,j
459,mmp,weather,II,"p(E=1|C2=0, C1=1)",humans,,collider,72.0,,,97.5,Predictive Inference,j
458,mmp,weather,II,"p(E=1|C1=0, C2=1)",humans,,collider,33.0,,,82.5,Predictive Inference,j
18,ppp,economy,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
19,ppp,economy,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,0.0,Predictive Inference,j
339,ppp,weather,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
438,mpm,weather,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Predictive Inference,j
439,mpm,weather,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Predictive Inference,j
459,mmp,weather,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
458,mmp,weather,II,"p(E=1|C1=0, C2=1)",humans,,collider,3.0,,,62.5,Predictive Inference,j
19,ppp,economy,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,80.0,0.0,Predictive Inference,j
239,pmm,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
459,mmp,weather,II,,claude-3-opus,numeric-certainty,collider,,0.0,25.0,50.0,Predictive Inference,j
178,ppp,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
299,mmp,sociology,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
238,pmm,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,80.0,75.0,Predictive Inference,j
239,pmm,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,70.0,80.0,Predictive Inference,j
78,pmm,economy,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
79,pmm,economy,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
179,ppp,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
139,mmp,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
138,mmp,economy,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
119,mpm,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
118,mpm,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,25.0,Predictive Inference,j
338,ppp,weather,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
139,mmp,economy,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
79,pmm,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Predictive Inference,j
138,mmp,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
78,pmm,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
79,pmm,economy,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
238,pmm,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
278,mpm,sociology,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,80.0,Predictive Inference,j
178,ppp,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,70.0,Predictive Inference,j
179,ppp,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,75.0,Predictive Inference,j
338,ppp,weather,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,75.0,75.0,Predictive Inference,j
279,mpm,sociology,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
118,mpm,economy,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
298,mmp,sociology,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,80.0,Predictive Inference,j
299,mmp,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Predictive Inference,j
119,mpm,economy,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,75.0,Predictive Inference,j
19,ppp,economy,II,"p(E=1|C2=0, C1=1)",humans,,collider,69.0,,,95.0,Predictive Inference,j
279,mpm,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Predictive Inference,j
278,mpm,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Predictive Inference,j
338,ppp,weather,II,,gpt-4o,numeric-certainty,collider,,0.0,85.0,80.0,Predictive Inference,j
239,pmm,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
298,mmp,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
238,pmm,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
339,ppp,weather,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,0.0,Predictive Inference,j
18,ppp,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
338,ppp,weather,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,75.0,75.0,Predictive Inference,j
239,pmm,sociology,II,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,85.0,Predictive Inference,j
239,pmm,sociology,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
438,mpm,weather,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
298,mmp,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,75.0,Predictive Inference,j
299,mmp,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,75.0,Predictive Inference,j
339,ppp,weather,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
299,mmp,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Predictive Inference,j
239,pmm,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,70.0,80.0,Predictive Inference,j
298,mmp,sociology,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
279,mpm,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Predictive Inference,j
278,mpm,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Predictive Inference,j
238,pmm,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,80.0,75.0,Predictive Inference,j
339,ppp,weather,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
298,mmp,sociology,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
19,ppp,economy,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,70.0,75.0,Predictive Inference,j
238,pmm,sociology,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
398,pmm,weather,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,100.0,100.0,Predictive Inference,j
239,pmm,sociology,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,80.0,Predictive Inference,j
238,pmm,sociology,II,,gemini-2.0-pro,numeric-certainty,collider,,0.0,85.0,75.0,Predictive Inference,j
278,mpm,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Predictive Inference,j
279,mpm,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,75.0,Predictive Inference,j
178,ppp,sociology,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
459,mmp,weather,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,50.0,50.0,Predictive Inference,j
238,pmm,sociology,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,80.0,90.0,Predictive Inference,j
458,mmp,weather,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,100.0,100.0,Predictive Inference,j
179,ppp,sociology,II,,gpt-4o,numeric-certainty,collider,,0.0,85.0,80.0,Predictive Inference,j
439,mpm,weather,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,75.0,75.0,Predictive Inference,j
438,mpm,weather,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,75.0,75.0,Predictive Inference,j
399,pmm,weather,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
299,mmp,sociology,II,,gpt-4o,numeric-certainty,collider,,0.0,70.0,30.0,Predictive Inference,j
399,pmm,weather,II,,gemini-1.5-pro,numeric-certainty,collider,,0.0,75.0,75.0,Predictive Inference,j
398,pmm,weather,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
399,pmm,weather,II,"p(E=1|C2=0, C1=1)",humans,,collider,56.0,,,75.0,Predictive Inference,j
459,mmp,weather,II,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,85.0,Predictive Inference,j
398,pmm,weather,II,"p(E=1|C1=0, C2=1)",humans,,collider,138.0,,,97.5,Predictive Inference,j
178,ppp,sociology,II,"p(E=1|C1=0, C2=1)",humans,,collider,38.0,,,67.5,Predictive Inference,j
178,ppp,sociology,II,"p(E=1|C1=0, C2=1)",humans,,collider,29.0,,,75.0,Predictive Inference,j
178,ppp,sociology,II,"p(E=1|C1=0, C2=1)",humans,,collider,10.0,,,67.5,Predictive Inference,j
138,mmp,economy,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Predictive Inference,j
178,ppp,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,70.0,Predictive Inference,j
179,ppp,sociology,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,75.0,Predictive Inference,j
178,ppp,sociology,II,"p(E=1|C1=0, C2=1)",humans,,collider,74.0,,,60.0,Predictive Inference,j
398,pmm,weather,II,,gemini-2.0-pro,numeric-certainty,collider,,0.0,95.0,90.0,Predictive Inference,j
298,mmp,sociology,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,90.0,80.0,Predictive Inference,j
299,mmp,sociology,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,70.0,50.0,Predictive Inference,j
439,mpm,weather,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Predictive Inference,j
279,mpm,sociology,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
438,mpm,weather,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Predictive Inference,j
78,pmm,economy,II,"p(E=1|C1=0, C2=1)",humans,,collider,133.0,,,50.0,Predictive Inference,j
399,pmm,weather,II,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,85.0,Predictive Inference,j
119,mpm,economy,II,,gpt-3.5-turbo,numeric-certainty,collider,,0.0,80.0,100.0,Predictive Inference,j
178,ppp,sociology,II,"p(E=1|C1=0, C2=1)",humans,,collider,88.0,,,77.5,Predictive Inference,j
179,ppp,sociology,II,"p(E=1|C2=0, C1=1)",humans,,collider,10.0,,,67.5,Predictive Inference,j
119,mpm,economy,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,75.0,Predictive Inference,j
139,mmp,economy,II,,claude-3-opus,numeric-certainty,collider,,0.0,80.0,75.0,Predictive Inference,j
138,mmp,economy,II,,claude-3-opus,numeric-certainty,collider,,0.0,60.0,50.0,Predictive Inference,j
139,mmp,economy,II,,claude-3-opus,numeric-certainty,collider,,0.0,80.0,75.0,Predictive Inference,j
78,pmm,economy,II,"p(E=1|C1=0, C2=1)",humans,,collider,112.0,,,60.0,Predictive Inference,j
459,mmp,weather,II,,gemini-2.0-pro,numeric-certainty,collider,,0.0,90.0,75.0,Predictive Inference,j
178,ppp,sociology,II,"p(E=1|C1=0, C2=1)",humans,,collider,121.0,,,65.0,Predictive Inference,j
138,mmp,economy,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
78,pmm,economy,II,"p(E=1|C1=0, C2=1)",humans,,collider,119.0,,,45.0,Predictive Inference,j
179,ppp,sociology,II,"p(E=1|C2=0, C1=1)",humans,,collider,121.0,,,65.0,Predictive Inference,j
179,ppp,sociology,II,"p(E=1|C2=0, C1=1)",humans,,collider,88.0,,,77.5,Predictive Inference,j
179,ppp,sociology,II,"p(E=1|C2=0, C1=1)",humans,,collider,74.0,,,60.0,Predictive Inference,j
179,ppp,sociology,II,"p(E=1|C2=0, C1=1)",humans,,collider,38.0,,,67.5,Predictive Inference,j
179,ppp,sociology,II,"p(E=1|C2=0, C1=1)",humans,,collider,29.0,,,75.0,Predictive Inference,j
139,mmp,economy,II,,gpt-4o,numeric-certainty,collider,,0.0,80.0,70.0,Predictive Inference,j
139,mmp,economy,II,"p(E=1|C2=0, C1=1)",humans,,collider,84.0,,,32.5,Predictive Inference,j
139,mmp,economy,II,"p(E=1|C2=0, C1=1)",humans,,collider,46.0,,,75.0,Predictive Inference,j
